country_code,country,year,gva_industry_meur,gva_manufacturing_meur,gva_total_meur,industry_share_pct,manufacturing_share_pct,industry_yoy_growth_pct,ppi_index_2015,ppi_inflation_pct,carbon_price_eur_tonne,ets_phase,msr_active,high_price_regime,price_regime,total_ghg_mt_co2eq,emissions_yoy_pct,reduction_from_2010_pct,verified_emissions_mt,free_allocation_ratio_pct,free_allowances_mt,net_purchase_required_mt,carbon_intensity_gco2_kwh,carbon_intensity_t_per_meur,effective_carbon_cost_meur,carbon_cost_burden_pct,gva_industry_real_meur,gva_total_real_meur,industry_growth_pct,gdp_growth_pct,decoupling_index,covid_period,energy_crisis,ets_phase_3,ets_phase_4,carbon_price_lag1,carbon_price_lag2,ln_gva_industry,ln_gva_total,ln_carbon_price,ln_emissions
DE,Germany,2020,682903.2,611093.1,2826233.8,24.16,21.62,-7.398824978090557,101.9,-1.8304431599229232,24.75,3,1,0,Medium (€10-50),739,-8.652657601977754,-21.47,320,68,217.6,102.4,311,1082.14,2534.4,0.37,670169.97,2773536.6,-7.4,-4.32,4.33,1,0,1,0,24.84,15.83,13.4341,14.8545,3.2088,6.6053
DE,Germany,2021,726677.2,666824.8,2940978.9,24.71,22.67,6.409986071232354,110.3,8.243375858684976,53.31,4,1,1,High (>€50),762,3.11231393775373,-19.02,355,65,230.75,124.25,349,1048.61,6623.7675,0.91,658818.86,2666345.33,6.41,4.06,0.95,1,0,0,1,24.75,24.84,13.4962,14.8943,3.9761,6.6359
DE,Germany,2022,725516.3,680146.6,3004851.8,24.14,22.63,-0.1597545650255605,133.5,21.033544877606538,80.32,4,1,1,High (>€50),746,-2.099737532808399,-20.72,345,60,207.0,138.0,385,1028.23,11084.16,1.53,543457.9,2250825.32,-0.16,2.17,4.27,0,1,0,1,53.31,24.75,13.4946,14.9157,4.386,6.6147
DE,Germany,2023,710765.6,669330.3,2988742.3,23.78,22.4,-2.033131440327396,138.2,3.5205992509363293,83.66,4,1,1,High (>€50),674,-9.651474530831097,-28.37,310,55,170.5,139.5,310,948.27,11670.57,1.64,514302.17,2162621.06,-2.03,-0.54,9.11,0,1,0,1,80.32,53.31,13.4741,14.9104,4.4268,6.5132
DE,Germany,2024,682288.5,640670.0,2971502.3,22.96,21.56,-4.006538864570819,135.6,-1.8813314037626536,63.5,4,1,1,High (>€50),656,-2.670623145400597,-30.29,295,50,147.5,147.5,285,961.47,9366.25,1.37,503162.61,2191373.38,-4.01,-0.58,2.09,0,0,0,1,83.66,80.32,13.4332,14.9046,4.151,6.4862
ES,Spain,2010,166319.2,121248.1,986079.7,16.87,12.3,,91.8,,14.32,2,0,0,Medium (€10-50),355,,0.0,138,105,144.9,0.0,238,2134.45,0.0,0.0,181175.6,1074160.89,,,,0,0,0,0,,,12.0217,13.8015,2.6617,5.8721
ES,Spain,2011,165662.0,119802.7,983599.8,16.84,12.18,-0.3951437957854575,97.2,5.882352941176472,13.82,2,0,0,Medium (€10-50),355,0.0,0.0,141,102,143.82,0.0,302,2142.92,0.0,0.0,170434.16,1011933.95,-0.4,-0.25,-0.25,0,0,0,0,14.32,,12.0177,13.799,2.6261,5.8721
ES,Spain,2012,157022.0,112944.5,956183.5,16.42,11.81,-5.215438664268213,99.4,2.263374485596703,7.34,2,0,0,Low (<€10),343,-3.380281690140841,-3.38,136,98,133.28,2.72,352,2184.41,19.9648,0.01,157969.82,961955.23,-5.22,-2.79,0.59,0,0,0,0,13.82,14.32,11.9641,13.7707,1.9933,5.8377
ES,Spain,2013,150330.5,111520.0,943978.9,15.93,11.81,-4.261504757295153,99.1,-0.3018108651911544,4.46,3,0,0,Low (<€10),323,-5.8309037900874605,-9.01,117,92,107.64,9.36,269,2148.6,41.745599999999996,0.03,151695.76,952551.87,-4.26,-1.28,4.55,0,0,1,0,7.34,13.82,11.9206,13.7579,1.4951,5.7777
ES,Spain,2014,152466.9,113942.3,954184.5,15.98,11.94,1.42113543159903,98.3,-0.8072653884964698,5.96,3,0,0,Low (<€10),324,0.3095975232198178,-8.73,122,88,107.36,14.64,263,2125.05,87.2544,0.06,155103.66,970686.16,1.42,1.08,0.77,0,0,1,0,4.46,7.34,11.9347,13.7686,1.7851,5.7807
ES,Spain,2015,157662.0,119732.0,987936.0,15.96,12.12,3.4073625160608634,100.0,1.729399796541209,7.68,3,0,0,Low (<€10),338,4.320987654320985,-4.79,131,85,111.35,19.65,302,2143.83,150.91199999999998,0.1,157662.0,987936.0,3.41,3.54,-0.78,0,0,1,0,5.96,4.46,11.9682,13.8034,2.0386,5.823
ES,Spain,2016,163266.2,121722.0,1014168.6,16.1,12.0,3.554566097093792,96.2,-3.799999999999992,5.35,3,0,0,Low (<€10),325,-3.846153846153843,-8.45,123,82,100.86,22.14,265,1990.61,118.449,0.07,169715.38,1054229.31,3.55,2.66,6.51,0,0,1,0,7.68,5.96,12.0031,13.8296,1.6771,5.7838
ES,Spain,2017,170766.5,130000.2,1044848.8,16.34,12.44,4.593908598350427,100.5,4.469854469854462,5.83,3,0,0,Low (<€10),340,4.615384615384621,-4.23,135,80,108.0,27.0,308,1991.02,157.41,0.09,169916.92,1039650.55,4.59,3.03,-1.59,0,0,1,0,5.35,7.68,12.0481,13.8594,1.763,5.8289
ES,Spain,2018,170927.7,128533.9,1070485.3,15.97,12.01,0.0943979059124577,104.1,3.5820895522387985,15.83,3,0,0,Medium (€10-50),333,-2.0588235294117685,-6.2,132,78,102.96,29.04,264,1948.19,459.7032,0.27,164195.68,1028324.02,0.09,2.45,4.51,0,0,1,0,5.83,5.35,12.049,13.8836,2.7619,5.8081
ES,Spain,2019,174100.8,129335.9,1092668.9,15.93,11.84,1.85639893358418,103.2,-0.8645533141210304,24.84,3,1,0,Medium (€10-50),313,-6.006006006006004,-11.83,112,75,84.0,28.0,210,1797.81,695.52,0.4,168702.33,1058787.69,1.86,2.07,8.08,0,0,1,0,15.83,5.83,12.0674,13.9041,3.2125,5.7462
ES,Spain,2020,155929.0,111060.5,973957.2,16.01,11.4,-10.437516657017076,99.5,-3.5852713178294637,24.75,3,1,0,Medium (€10-50),272,-13.09904153354633,-23.38,89,72,64.08,24.92,157,1744.38,616.7700000000001,0.4,156712.56,978851.46,-10.44,-10.86,2.24,1,0,1,0,24.84,15.83,11.9572,13.7891,3.2088,5.6058
ES,Spain,2021,164986.8,126509.5,1035148.6,15.94,12.22,5.808925857281189,113.8,14.371859296482414,53.31,4,1,1,High (>€50),289,6.25,-18.59,103,68,70.04,32.96,188,1751.66,1757.0976,1.06,144979.61,909620.91,5.81,6.28,0.03,1,0,0,1,24.75,24.84,12.0136,13.8501,3.9761,5.6664
ES,Spain,2022,170817.0,134735.1,1106683.6,15.44,12.17,3.5337372444341097,142.5,25.21968365553604,80.32,4,1,1,High (>€50),299,3.460207612456756,-15.77,105,62,65.1,39.9,195,1750.41,3204.7679999999996,1.88,119871.58,776620.07,3.53,6.91,3.45,0,1,0,1,53.31,24.75,12.0483,13.9169,4.386,5.7004
ES,Spain,2023,167793.7,135606.9,1135754.0,14.77,11.94,-1.7699058056282355,139.8,-1.89473684210526,83.66,4,1,1,High (>€50),275,-8.026755852842804,-22.54,92,58,53.36,38.64,122,1638.92,3232.6223999999997,1.93,120024.11,812413.45,-1.77,2.63,10.66,0,1,0,1,80.32,53.31,12.0305,13.9428,4.4268,5.6168
ES,Spain,2024,170966.8,139154.6,1180136.3,14.49,11.79,1.8910721916257645,136.2,-2.575107296137358,63.5,4,1,1,High (>€50),262,-4.727272727272725,-26.2,85,52,44.2,40.8,108,1532.46,2590.7999999999997,1.52,125526.28,866473.05,1.89,3.91,8.64,0,0,0,1,83.66,80.32,12.0492,13.9811,4.151,5.5683
FR,France,2010,258461.5,216115.5,1851181.3,13.96,11.67,,93.1,,14.32,2,0,0,Medium (€10-50),512,,0.0,131,108,141.48,0.0,79,1980.95,0.0,0.0,277617.08,1988379.48,,,,0,0,0,0,,,12.4625,14.4313,2.6617,6.2383
FR,France,2011,266312.0,224381.0,1898098.9,14.03,11.82,3.037396285326821,97.8,5.0483351235230955,13.82,2,0,0,Medium (€10-50),489,-4.4921875,-4.49,120,106,127.2,0.0,63,1836.19,0.0,0.0,272302.66,1940796.42,3.04,2.53,7.02,0,0,0,0,14.32,,12.4924,14.4564,2.6261,6.1924
FR,France,2012,266494.8,222653.9,1905633.7,13.98,11.68,0.068641292919569,99.8,2.0449897750511203,7.34,2,0,0,Low (<€10),490,0.2044989775051187,-4.3,117,100,117.0,0.0,58,1838.69,0.0,0.0,267028.86,1909452.61,0.07,0.4,0.2,0,0,0,0,13.82,14.32,12.4931,14.4603,1.9933,6.1944
FR,France,2013,269083.8,223214.8,1921344.7,14.0,11.62,0.9715011324798796,99.6,-0.2004008016032066,4.46,3,0,0,Low (<€10),492,0.4081632653061273,-3.91,118,90,106.2,11.8,52,1828.43,52.628,0.02,270164.46,1929060.94,0.97,0.82,0.41,0,0,1,0,7.34,13.82,12.5028,14.4685,1.4951,6.1985
FR,France,2014,270982.3,226376.0,1944394.1,13.94,11.64,0.7055422883131657,98.8,-0.8032128514056214,5.96,3,0,0,Low (<€10),460,-6.504065040650408,-10.16,108,88,95.04,12.96,34,1697.53,77.2416,0.03,274273.58,1968010.22,0.71,1.2,7.7,0,0,1,0,4.46,7.34,12.5098,14.4805,1.7851,6.1312
FR,France,2015,271001.1,227182.7,1960327.3,13.82,11.59,0.0069377225006883,100.0,1.2145748987854257,7.68,3,0,0,Low (<€10),464,0.8695652173912993,-9.38,105,85,89.25,15.75,45,1712.17,120.96,0.04,271001.1,1960327.3,0.01,0.82,-0.05,0,0,1,0,5.96,4.46,12.5099,14.4886,2.0386,6.1399
FR,France,2016,270293.8,228222.0,1973652.0,13.7,11.56,-0.2609952505727819,97.2,-2.8000000000000025,5.35,3,0,0,Low (<€10),463,-0.2155172413793149,-9.57,102,82,83.64,18.36,58,1712.95,98.22599999999998,0.04,278080.04,2030506.17,-0.26,0.68,0.9,0,0,1,0,7.68,5.96,12.5073,14.4954,1.6771,6.1377
FR,France,2017,272869.7,232847.5,2012239.0,13.56,11.57,0.9530000318172416,99.1,1.9547325102880595,5.83,3,0,0,Low (<€10),466,0.647948164146861,-8.98,103,80,82.4,20.6,68,1707.77,120.09800000000001,0.04,275347.83,2030513.62,0.95,1.96,1.31,0,0,1,0,5.35,7.68,12.5167,14.5148,1.763,6.1442
FR,France,2018,279379.7,237183.5,2044894.0,13.66,11.6,2.3857540796944576,102.8,3.733602421796167,15.83,3,0,0,Medium (€10-50),453,-2.7896995708154515,-11.52,102,78,79.56,22.44,53,1621.45,355.22520000000003,0.13,271770.14,1989196.5,2.39,1.62,4.41,0,0,1,0,5.83,5.35,12.5403,14.5309,2.7619,6.1159
FR,France,2019,283920.7,241753.8,2087958.1,13.6,11.58,1.6253865259358458,102.5,-0.291828793774318,24.84,3,1,0,Medium (€10-50),441,-2.6490066225165587,-13.87,95,75,71.25,23.75,56,1553.25,589.95,0.21,276995.8,2037032.29,1.63,2.11,4.76,0,0,1,0,15.83,5.83,12.5565,14.5517,3.2125,6.089
FR,France,2020,259120.4,220222.1,1935601.4,13.39,11.38,-8.73493901642255,100.6,-1.8536585365853675,24.75,3,1,0,Medium (€10-50),396,-10.20408163265306,-22.66,80,72,57.6,22.4,52,1528.25,554.4,0.21,257574.95,1924057.06,-8.73,-7.3,2.9,1,0,1,0,24.84,15.83,12.465,14.4759,3.2088,5.9814
FR,France,2021,276278.3,239234.6,2062245.5,13.4,11.6,6.62159366842594,108.2,7.5546719681908625,53.31,4,1,1,High (>€50),418,5.555555555555558,-18.36,90,68,61.2,28.8,56,1512.97,1535.3280000000002,0.56,255340.39,1905957.02,6.62,6.54,0.98,1,0,0,1,24.75,24.84,12.5292,14.5393,3.9761,6.0355
FR,France,2022,250153.0,230322.9,2123579.3,11.78,10.85,-9.456153451067271,127.8,18.114602587800356,80.32,4,1,1,High (>€50),408,-2.392344497607657,-20.31,88,62,54.56,33.44,85,1631.0,2685.9007999999994,1.07,195737.87,1661642.64,-9.46,2.97,5.36,0,1,0,1,53.31,24.75,12.4298,14.5686,4.386,6.0113
FR,France,2023,269721.4,236727.0,2165946.5,12.45,10.93,7.822572585577636,131.4,2.8169014084507005,83.66,4,1,1,High (>€50),385,-5.6372549019607865,-24.8,82,58,47.56,34.44,54,1427.4,2881.2504,1.07,205267.43,1648361.11,7.82,2.0,7.64,0,1,0,1,80.32,53.31,12.5051,14.5884,4.4268,5.9532
FR,France,2024,279194.4,242221.6,2199240.1,12.7,11.01,3.512142529291329,129.1,-1.7503805175038134,63.5,4,1,1,High (>€50),373,-3.116883116883118,-27.15,78,52,40.56,37.44,48,1335.99,2377.44,0.85,216262.12,1703516.73,3.51,1.54,4.66,0,0,0,1,83.66,80.32,12.5397,14.6036,4.151,5.9216
IT,Italy,2010,282850.0,239144.3,1520876.9,18.6,15.72,,90.5,,14.32,2,0,0,Medium (€10-50),501,,0.0,191,102,194.82,0.0,395,1771.26,0.0,0.0,312541.44,1680526.96,,,,0,0,0,0,,,12.5527,14.2348,2.6617,6.2166
IT,Italy,2011,287237.6,243840.8,1532774.8,18.74,15.91,1.5512108891638563,95.4,5.414364640883984,13.82,2,0,0,Medium (€10-50),489,-2.39520958083832,-2.4,185,100,185.0,0.0,386,1702.42,0.0,0.0,301087.63,1606682.18,1.55,0.78,3.18,0,0,0,0,14.32,,12.5681,14.2426,2.6261,6.1924
IT,Italy,2012,276600.7,234170.5,1489492.4,18.57,15.72,-3.7031711725762806,98.2,2.9350104821803003,7.34,2,0,0,Low (<€10),464,-5.112474437627812,-7.39,168,95,159.6,8.4,389,1677.51,61.656,0.02,281670.77,1516794.7,-3.7,-2.82,2.29,0,0,0,0,13.82,14.32,12.5303,14.2139,1.9933,6.1399
IT,Italy,2013,272557.2,231882.7,1467058.7,18.58,15.81,-1.46185457954372,98.0,-0.2036659877800439,4.46,3,0,0,Low (<€10),437,-5.818965517241381,-12.77,155,88,136.4,18.6,345,1603.33,82.956,0.03,278119.59,1496998.67,-1.46,-1.51,4.31,0,0,1,0,7.34,13.82,12.5156,14.1988,1.4951,6.0799
IT,Italy,2014,270217.9,231426.5,1466038.3,18.43,15.79,-0.8582785558407524,97.2,-0.8163265306122436,5.96,3,0,0,Low (<€10),418,-4.347826086956519,-16.57,142,85,120.7,21.3,321,1546.9,126.94800000000001,0.05,278001.95,1508269.86,-0.86,-0.07,4.28,0,0,1,0,4.46,7.34,12.507,14.1981,1.7851,6.0355
IT,Italy,2015,274001.5,237222.4,1479703.7,18.52,16.03,1.4002033173968087,100.0,2.8806584362139898,7.68,3,0,0,Low (<€10),433,3.5885167464114742,-13.57,152,82,124.64,27.36,336,1580.28,210.1248,0.08,274001.5,1479703.7,1.4,0.93,-2.66,0,0,1,0,5.96,4.46,12.5209,14.2074,2.0386,6.0707
IT,Italy,2016,281340.4,242021.8,1499932.2,18.76,16.14,2.6784159940730357,96.5,-3.500000000000003,5.35,3,0,0,Low (<€10),428,-1.1547344110854452,-14.57,151,80,120.8,30.2,330,1521.29,161.57,0.06,291544.46,1554333.89,2.68,1.37,2.52,0,0,1,0,7.68,5.96,12.5473,14.2209,1.6771,6.0591
IT,Italy,2017,291208.6,250900.2,1527570.2,19.06,16.42,3.5075659236995405,99.2,2.797927461139893,5.83,3,0,0,Low (<€10),428,0.0,-14.57,152,78,118.56,33.44,328,1469.74,194.9552,0.07,293557.06,1539889.31,3.51,1.84,1.84,0,0,1,0,5.35,7.68,12.5818,14.2392,1.763,6.0591
IT,Italy,2018,294969.4,253478.2,1542715.8,19.12,16.43,1.2914453762698177,103.5,4.3346774193548265,15.83,3,0,0,Medium (€10-50),418,-2.336448598130836,-16.57,149,75,111.75,37.25,301,1417.1,589.6675,0.2,284994.59,1490546.67,1.29,0.99,3.33,0,0,1,0,5.83,5.35,12.5946,14.2491,2.7619,6.0355
IT,Italy,2019,295610.1,253869.9,1553556.2,19.03,16.34,0.2172089715068548,103.1,-0.3864734299516947,24.84,3,1,0,Medium (€10-50),408,-2.392344497607657,-18.56,140,72,100.8,39.2,283,1380.2,973.7280000000001,0.33,286721.73,1506844.03,0.22,0.7,3.09,0,0,1,0,15.83,5.83,12.5968,14.2561,3.2125,6.0113
IT,Italy,2020,259968.0,219066.2,1424636.7,18.25,15.38,-12.057132012742455,100.2,-2.812803103782724,24.75,3,1,0,Medium (€10-50),381,-6.617647058823528,-23.95,120,70,84.0,36.0,259,1465.56,891.0,0.34,259449.1,1421793.11,-12.06,-8.3,-1.68,1,0,1,0,24.84,15.83,12.4683,14.1694,3.2088,5.9428
IT,Italy,2021,297953.5,253297.3,1552357.9,19.19,16.32,14.611606043820768,111.5,11.277445109780436,53.31,4,1,1,High (>€50),402,5.5118110236220375,-19.76,135,65,87.75,47.25,285,1349.2,2518.8975,0.85,267222.87,1392249.24,14.61,8.97,3.46,1,0,0,1,24.75,24.84,12.6047,14.2553,3.9761,5.9965
IT,Italy,2022,297832.3,260009.3,1629040.0,18.28,15.96,-0.0406774882657945,140.8,26.27802690582961,80.32,4,1,1,High (>€50),398,-0.995024875621886,-20.56,138,60,82.8,55.2,342,1336.32,4433.664,1.49,211528.62,1156988.64,-0.04,4.94,5.94,0,1,0,1,53.31,24.75,12.6043,14.3035,4.386,5.9865
IT,Italy,2023,295617.4,258585.7,1644887.8,17.97,15.72,-0.7436735370878078,143.2,1.7045454545454364,83.66,4,1,1,High (>€50),378,-5.025125628140703,-24.55,125,55,68.75,56.25,268,1278.68,4705.875,1.59,206436.73,1148664.66,-0.74,0.97,6.0,0,1,0,1,80.32,53.31,12.5968,14.3132,4.4268,5.9349
IT,Italy,2024,295702.2,256836.2,1655895.7,17.86,15.51,0.0286857268888773,138.7,-3.142458100558665,63.5,4,1,1,High (>€50),369,-2.3809523809523836,-26.35,118,50,59.0,59.0,245,1247.88,3746.5,1.27,213195.53,1193868.57,0.03,0.67,3.05,0,0,0,1,83.66,80.32,12.5971,14.3199,4.151,5.9108
NL,Netherlands,2010,95552.8,65970.9,595366.8,16.05,11.08,,91.5,,14.32,2,0,0,Medium (€10-50),210,,0.0,80,100,80.0,0.0,416,2197.74,0.0,0.0,104429.29,650674.1,,,,0,0,0,0,,,11.4674,13.2969,2.6617,5.3471
NL,Netherlands,2011,97502.6,69306.3,607993.8,16.04,11.4,2.040547215780175,96.8,5.792349726775958,13.82,2,0,0,Medium (€10-50),198,-5.714285714285716,-5.71,79,98,77.42,1.58,409,2030.72,21.835600000000003,0.02,100725.83,628092.77,2.04,2.12,7.83,0,0,0,0,14.32,,11.4876,13.3179,2.6261,5.2883
NL,Netherlands,2012,96989.3,68974.8,603486.3,16.07,11.43,-0.5264474998615487,99.1,2.3760330578512345,7.34,2,0,0,Low (<€10),193,-2.5252525252525304,-8.1,78,95,74.1,3.9,419,1989.91,28.625999999999998,0.03,97870.13,608967.0,-0.53,-0.74,1.79,0,0,0,0,13.82,14.32,11.4824,13.3105,1.9933,5.2627
NL,Netherlands,2013,98736.9,68664.4,605716.6,16.3,11.34,1.8018482451156892,98.5,-0.6054490413723412,4.46,3,0,0,Low (<€10),193,0.0,-8.1,82,88,72.16,9.84,439,1954.69,43.8864,0.04,100240.51,614940.71,1.8,0.37,0.37,0,0,1,0,7.34,13.82,11.5002,13.3142,1.4951,5.2627
NL,Netherlands,2014,97148.6,70111.2,615732.9,15.78,11.39,-1.6086184597652875,97.8,-0.7106598984771617,5.96,3,0,0,Low (<€10),184,-4.6632124352331665,-12.38,77,85,65.45,11.55,426,1894.01,68.83800000000001,0.07,99333.95,629583.74,-1.61,1.65,6.31,0,0,1,0,4.46,7.34,11.484,13.3306,1.7851,5.2149
NL,Netherlands,2015,95632.0,70958.0,627626.0,15.24,11.31,-1.561113592990537,100.0,2.249488752556239,7.68,3,0,0,Low (<€10),195,5.978260869565211,-7.14,84,82,68.88,15.12,450,2039.07,116.12159999999999,0.12,95632.0,627626.0,-1.56,1.93,-4.05,0,0,1,0,5.96,4.46,11.4683,13.3497,2.0386,5.273
NL,Netherlands,2016,96605.0,72959.0,641713.0,15.05,11.37,1.017441860465107,94.8,-5.200000000000005,5.35,3,0,0,Low (<€10),195,0.0,-7.14,85,80,68.0,17.0,443,2018.53,90.94999999999999,0.09,101904.01,676912.45,1.02,2.24,2.24,0,0,1,0,7.68,5.96,11.4784,13.3719,1.6771,5.273
NL,Netherlands,2017,100966.0,78068.3,659593.6,15.31,11.84,4.514259096320061,99.5,4.957805907173007,5.83,3,0,0,Low (<€10),193,-1.025641025641022,-8.1,84,78,65.52,18.48,436,1911.53,107.7384,0.11,101473.37,662908.14,4.51,2.79,3.82,0,0,1,0,5.35,7.68,11.5225,13.3994,1.763,5.2627
NL,Netherlands,2018,103799.7,81853.7,674181.7,15.4,12.14,2.806588356476425,105.2,5.728643216080398,15.83,3,0,0,Medium (€10-50),189,-2.072538860103623,-10.0,81,75,60.75,20.25,410,1820.81,320.5575,0.31,98668.92,640857.13,2.81,2.21,4.28,0,0,1,0,5.83,5.35,11.5502,13.4213,2.7619,5.2417
NL,Netherlands,2019,103855.7,82781.2,690299.4,15.05,11.99,0.0539500595859054,104.8,-0.3802281368821325,24.84,3,1,0,Medium (€10-50),180,-4.761904761904767,-14.29,75,72,54.0,21.0,365,1733.17,521.64,0.5,99098.95,658682.63,0.05,2.39,7.15,0,0,1,0,15.83,5.83,11.5508,13.4449,3.2125,5.193
NL,Netherlands,2020,101336.7,81263.8,662526.2,15.3,12.27,-2.425480739140939,99.8,-4.770992366412219,24.75,3,1,0,Medium (€10-50),164,-8.888888888888891,-21.9,65,70,45.5,19.5,328,1618.37,482.625,0.48,101539.78,663853.91,-2.43,-4.02,4.87,1,0,1,0,24.84,15.83,11.5262,13.4038,3.2088,5.0999
NL,Netherlands,2021,110310.9,90433.8,706817.9,15.61,12.79,8.85582419794606,114.2,14.428857715430876,53.31,4,1,1,High (>€50),169,3.0487804878048808,-19.52,70,65,45.5,24.5,341,1532.03,1306.095,1.18,96594.48,618929.86,8.86,6.69,3.64,1,0,0,1,24.75,24.84,11.6111,13.4685,3.9761,5.1299
NL,Netherlands,2022,114053.0,94865.6,746961.3,15.27,12.7,3.39232115774597,152.3,33.362521891418574,80.32,4,1,1,High (>€50),162,-4.142011834319526,-22.86,66,60,39.6,26.4,345,1420.39,2120.448,1.86,74887.07,490453.91,3.39,5.68,9.82,0,1,0,1,53.31,24.75,11.6444,13.5238,4.386,5.0876
NL,Netherlands,2023,108051.6,93275.2,742804.2,14.55,12.56,-5.261939624560508,148.5,-2.4950755088640864,83.66,4,1,1,High (>€50),150,-7.4074074074074066,-28.57,58,55,31.9,26.1,298,1388.23,2183.526,2.02,72762.02,500204.85,-5.26,-0.56,6.85,0,1,0,1,80.32,53.31,11.5904,13.5182,4.4268,5.0106
NL,Netherlands,2024,107367.3,92322.6,750946.9,14.3,12.29,-0.6333085303688257,142.8,-3.83838383838383,63.5,4,1,1,High (>€50),144,-4.0000000000000036,-31.43,54,50,27.0,27.0,275,1341.19,1714.5,1.6,75187.18,525873.18,-0.63,1.1,5.1,0,0,0,1,83.66,80.32,11.584,13.5291,4.151,4.9698
PL,Poland,2010,84240.0,61076.6,329714.2,25.55,18.52,,88.2,,14.32,2,0,0,Medium (€10-50),400,,0.0,198,110,217.8,0.0,773,4748.34,0.0,0.0,95510.2,373825.62,,,,0,0,0,0,,,11.3414,12.706,2.6617,5.9915
